11224158	fry	Ik bin in Liuwe.
11224169	fry	Ik bin in Bôgesjitter.
11224174	fry	Ik bin in Stienbok.
11224193	fry	Ik bin in Raam.
11224195	fry	Ik bin in Wetterman.
11224199	fry	Ik bin in Kreeft.
11224214	fry	Ik bin in Bolle.
11224215	fry	Ik bin in Skealje.
11224216	fry	Ik bin in Skorpioen.
11224217	fry	Tom wit wêr 't wy binne.
11224244	fry	It is splinternij.
11224246	fry	It is spiksplinternij.
11224247	fry	It is fonkelnij.
11224249	fry	It is fonkelnagelnij.
11224250	fry	It is hagelnij.
11224251	fry	It is gloednij.
11224252	fry	It is glandernij.
11224253	fry	It is nagelnij.
11224378	fry	It heucht my dat.
11224380	fry	Hoefolle aaien?
11224383	fry	Seewetter smakket sâlt.
11224384	fry	Sjoch ris nei dit.
11224385	fry	Ik kom út Nederlân.
11235018	fry	Ik kom út Sambia.
11235019	fry	Ik kom út Israel.
11252761	fry	Tom wol net thúsbliuwe.
11252763	fry	Tom wol net thússitte.
11462633	fry	Eigendom is dieverij.
11746027	fry	Ik wachtsje op dy foar de doar.
11746029	fry	Hy foel swier op syn rjochterskouder.
11746103	fry	Wolle jo mei my dûnsje?
